Accessory,Background,Clothes,Eyes,Fur,Headwear,Mouth,_id,description,edition,image,name
None,Rainbow,Clown,Laser Visor,Black,Party Hat,Bone,61aa7e125f3a3742af4c4b0c,SHIBOSHIS - Official Collection,570,https://shiboshis.mypinata.cloud/ipfs/QmVqiyj3PB718oHV2wMUpC8dbAJANj7D7gYc9NMRrbaFZg,666
None,Beach,None,Laser Visor,Brown,Clown,Pizza,61aa7e125f3a3742af4c4b0d,SHIBOSHIS - Official Collection,571,https://shiboshis.mypinata.cloud/ipfs/QmST6EW7xCr7y7zcrNGuKJ78DLSEmhmeSWtDqEcn2nBhAp,Cyclops Eats Pizza
None,Lightning,Cowboy,Laser Visor,Black,Halo,Bone,61aa7e125f3a3742af4c4b0e,SHIBOSHIS - Official Collection,572,https://shiboshis.mypinata.cloud/ipfs/QmZWp75NKuoGWUTDD9h2cb6nC8MvBFc3CPwUDsEvk1j716,#571
None,Red,Wizard Robe,VR,Black,Mohawk,Pipe,61aa7e125f3a3742af4c4b0f,SHIBOSHIS - Official Collection,573,https://shiboshis.mypinata.cloud/ipfs/QmeoijkTd7zEXeZdih16LabDMb2dnE9HttBS6C48sRPCST,#572
None,Rainbow,Cowboy,Laser Visor,Orange,Cowboy Hat,Herb,61aa7e125f3a3742af4c4b10,SHIBOSHIS - Official Collection,574,https://shiboshis.mypinata.cloud/ipfs/QmYXQgqZNaN3woV44vsNjC6dATJ8U2xPqsemRiEBGZHXVr,COWBOY
None,Red,Doctor,Laser Visor,Black,Halo,Growl,61aa7e125f3a3742af4c4b11,SHIBOSHIS - Official Collection,575,https://shiboshis.mypinata.cloud/ipfs/QmUK94F6X45L95xQSn9Q7zmTr38LiK6VcDbr6ftkRiEMwb,#574
None,Red,Rocker Vest,Laser Visor,Orange,Blue Hair,Flames,61aa7e125f3a3742af4c4b12,SHIBOSHIS - Official Collection,576,https://shiboshis.mypinata.cloud/ipfs/Qma7yqzs6j58Y2T1qoqQ5fjRDr5cVsYESDPckDGadkrgAd,#575
None,Pyramids,Peace Tank,Laser Visor,Black,Clown,Normal,61aa7e125f3a3742af4c4b13,SHIBOSHIS - Official Collection,577,https://shiboshis.mypinata.cloud/ipfs/QmTvxpwDJyDgWomLkeA44wWZS4Jt8TRyqWoQkbqu9NQWZb,#576
None,Yellow,Orange Gi,Laser Visor,Orange,Clown,Growl,61aa7e125f3a3742af4c4b14,SHIBOSHIS - Official Collection,578,https://shiboshis.mypinata.cloud/ipfs/Qmbko3DbB8uvFjT6yWw8S7jAd1qxaEdrJYQXhWp2pAfjaF,#577
None,Yellow,Steel,Laser Visor,Orange,Clown,Pipe,61aa7e125f3a3742af4c4b15,SHIBOSHIS - Official Collection,579,https://shiboshis.mypinata.cloud/ipfs/Qmas4zQndHBHi1DUSTLrcQANAoZv9ARwk4CK7r5jCVDE63,#578
None,Blue,Steel,VR,Orange,Cyborg,Flames,61aa7e125f3a3742af4c4b16,SHIBOSHIS - Official Collection,580,https://shiboshis.mypinata.cloud/ipfs/QmSk6iW9412ig6s9Ydnxc6imtE3SWLM7iSEpLbEE4BBMHX,#579
None,Yellow,Rocker Vest,Laser Visor,Brown,Cowboy Hat,Pipe,61aa7e125f3a3742af4c4b17,SHIBOSHIS - Official Collection,581,https://shiboshis.mypinata.cloud/ipfs/QmX6CW2LhLmLBi4rKZ1Wany6C9MtKhXD2bETYCwRj1yRgL,#580
None,Red,Tux Shirt,Laser Visor,Orange,Clown,Normal,61aa7e125f3a3742af4c4b18,SHIBOSHIS - Official Collection,582,https://shiboshis.mypinata.cloud/ipfs/QmfDmm2wVdgUaf2gzR9x5SFzdexaNUMbBNnedLdfrpSJrV,#581
None,Orange,Cowboy,VR,Orange,Halo,Tongue Out,61aa7e125f3a3742af4c4b19,SHIBOSHIS - Official Collection,583,https://shiboshis.mypinata.cloud/ipfs/QmQXuhPMc6bSQcbypjrw88CSN1cn3ocsGJreGhsX3d4PSu,#582
None,Green,Clown,VR,Black,Cyborg,Smirk,61aa7e125f3a3742af4c4b1a,SHIBOSHIS - Official Collection,584,https://shiboshis.mypinata.cloud/ipfs/QmfZGDHA31uvSE8WaGXc384JiMvEXy8hrgR8k8a9VE2dDA,#583
None,Rainbow,Peace Tank,Laser Visor,Orange,None,Pipe,61aa7e125f3a3742af4c4b1b,SHIBOSHIS - Official Collection,585,https://shiboshis.mypinata.cloud/ipfs/Qmf4AtGndvrs2keri2bLKoxd3gtjkTEJrgXpo58PLdvTED,#584
None,Yellow,Peace Tank,Laser Visor,Brown,None,Herb,61aa7e125f3a3742af4c4b1c,SHIBOSHIS - Official Collection,586,https://shiboshis.mypinata.cloud/ipfs/QmcbkyJeG3MTCR6Jz4D6XKXLsebK4sJLV5kYKAwi6rockC,#585
None,Blue,DEV,VR,Brown,Mohawk,Cigarette,61aa7e125f3a3742af4c4b1d,SHIBOSHIS - Official Collection,587,https://shiboshis.mypinata.cloud/ipfs/QmPReGNY5Yz5cdEuRXQqNnkcJiAnjMeksDWvCeG27ddC4a,#586
None,Lightning,Steel,VR,Black,Cowboy Hat,Bone,61aa7e125f3a3742af4c4b1e,SHIBOSHIS - Official Collection,588,https://shiboshis.mypinata.cloud/ipfs/QmNhTTVXmvmBSy2TrnC2e7cvJmmdduK82Hp82cmLZa43f9,#587
None,Blue,Tux Shirt,VR,Orange,None,Tongue Out,61aa7e125f3a3742af4c4b1f,SHIBOSHIS - Official Collection,589,https://shiboshis.mypinata.cloud/ipfs/Qmdj6m5obJw9w1bU1UE58PDnxnxPauovAxr6pbMS7bTC3t,#588
None,Purple,Doctor,Laser Visor,Orange,None,Smirk,61aa7e125f3a3742af4c4b20,SHIBOSHIS - Official Collection,590,https://shiboshis.mypinata.cloud/ipfs/QmSN8ZryUyfNEA9egC3u4pA6oNacTgXuQz8NQtKJjKLCKk,#589
None,Red,Poncho,Laser Visor,Brown,Halo,Bubblegum,61aa7e125f3a3742af4c4b21,SHIBOSHIS - Official Collection,591,https://shiboshis.mypinata.cloud/ipfs/QmdcG7bPk6GkSCsjrhytegZ5tB5m9rSiV9miYFuWEGVGs8,#590
None,Beach,Scarf,Laser Visor,Orange,None,Normal,61aa7e125f3a3742af4c4b22,SHIBOSHIS - Official Collection,592,https://shiboshis.mypinata.cloud/ipfs/QmdxBoUzrQqQTbEitsGMiTQ86D7CB9i1DnW3pmVfKXTkgh,#591
None,Yellow,No FUD,VR,Orange,Cowboy Hat,Party Popper,61aa7e125f3a3742af4c4b23,SHIBOSHIS - Official Collection,593,https://shiboshis.mypinata.cloud/ipfs/QmZQQ5qkTTxWAymLYskHPNAQ8bbEY5yiJp1cnPvhRb4LdZ,C12H17N2O4P
None,Beach,Clown,Laser Visor,Orange,Blue Hair,Pipe,61aa7e125f3a3742af4c4b24,SHIBOSHIS - Official Collection,594,https://shiboshis.mypinata.cloud/ipfs/QmUiRHHGWc8HDoL8zxw6xa38LTGXGN446xdgjXWzZ9beiE,#593
None,Red,Scarf,VR,Black,Blonde Hair,Smirk,61aa7e125f3a3742af4c4b25,SHIBOSHIS - Official Collection,595,https://shiboshis.mypinata.cloud/ipfs/QmXWLf7JUQnn3yoMCyxAN29q3jMJ5aCVaenfr6UZn2U1De,RED
None,Orange,DEV,VR,Brown,Blonde Hair,Pizza,61aa7e125f3a3742af4c4b26,SHIBOSHIS - Official Collection,596,https://shiboshis.mypinata.cloud/ipfs/QmaMWW5UqdjSDDmyFVQunpFkAYLrcxmJKbqc1Cr25XVsi5,#595
None,Pyramids,Tux Shirt,VR,Orange,Cyborg,Herb,61aa7e125f3a3742af4c4b27,SHIBOSHIS - Official Collection,597,https://shiboshis.mypinata.cloud/ipfs/QmaT6m8qGoyZijjMDMSi1P2x5vdbYfpkKyNkFLHmoGxpxV,#596
None,Lightning,Wizard Robe,VR,Brown,None,Herb,61aa7e125f3a3742af4c4b28,SHIBOSHIS - Official Collection,598,https://shiboshis.mypinata.cloud/ipfs/QmWWN2HxdiWYYYwejBFhX7jwzmnCxuscheGNiPqsfcT7Jx,#597
None,Lightning,No FUD,Laser Visor,Orange,Clown,Party Popper,61aa7e125f3a3742af4c4b29,SHIBOSHIS - Official Collection,599,https://shiboshis.mypinata.cloud/ipfs/QmYnmDhCgjin5f8tCk6EU6GaycHdAcumm7WBxTvfWpwueE,#598
None,Blue,Overalls,Laser Visor,Orange,Blue Hair,Cigarette,61aa7e125f3a3742af4c4b2a,SHIBOSHIS - Official Collection,600,https://shiboshis.mypinata.cloud/ipfs/QmRNGESLmnDU87TxQ1qWz9f4bW3GGvzK2TKuGu8QjNukut,#599
None,Beach,Rocker Vest,Laser Visor,Orange,Clown,Normal,61aa7e125f3a3742af4c4b2b,SHIBOSHIS - Official Collection,601,https://shiboshis.mypinata.cloud/ipfs/QmZJKBXFiFKUTz1evs4MPFvaasMXXXFFpcmD9L63ukFSjX,#600
None,Green,Jersey,Laser Visor,Black,Mohawk,Flames,61aa7e125f3a3742af4c4b2c,SHIBOSHIS - Official Collection,602,https://shiboshis.mypinata.cloud/ipfs/QmWfzMFfUR7c29MkiRmdCyxGn9wDiyxN2AX8Uc74iEneVx,SEX
None,Lightning,Overalls,VR,Black,None,Normal,61aa7e125f3a3742af4c4b2d,SHIBOSHIS - Official Collection,603,https://shiboshis.mypinata.cloud/ipfs/QmSb85bU5Tqm1SmVLkJnYQotmDDXdb8sLrTiUyAj4N1F8c,#602
None,Green,Bat,VR,Brown,Mohawk,Tongue Out,61aa7e125f3a3742af4c4b2e,SHIBOSHIS - Official Collection,604,https://shiboshis.mypinata.cloud/ipfs/QmUJ5UHM5uG4aiBqSsiL15AAUoqRBehYQ4vYtV8kzw6Xq9,CZ Peng
None,Lightning,Tux Shirt,Laser Visor,Orange,Party Hat,Bubblegum,61aa7e125f3a3742af4c4b2f,SHIBOSHIS - Official Collection,605,https://shiboshis.mypinata.cloud/ipfs/QmQqomyRm9q6QXy9LbuJK8YZC3kry6wY2gxuMzk9SZSVWU,Marty Mcshiba
None,Green,Scarf,Laser Visor,Orange,Mohawk,Smirk,61aa7e125f3a3742af4c4b30,SHIBOSHIS - Official Collection,606,https://shiboshis.mypinata.cloud/ipfs/QmXZbpyHoty9g2MLzM8dB3qDmD7gF8UeLQzCUANbvWbXkN,#605
None,Purple,Overalls,Laser Visor,Black,Cyborg,Herb,61aa7e125f3a3742af4c4b31,SHIBOSHIS - Official Collection,607,https://shiboshis.mypinata.cloud/ipfs/QmXjc5zPyUQP1UiV5DTY3rXbhrZEPqvxZ2mexaE8qjd6Lp,#606
None,Blue,Sailor,VR,Orange,Mohawk,Cigarette,61aa7e125f3a3742af4c4b32,SHIBOSHIS - Official Collection,608,https://shiboshis.mypinata.cloud/ipfs/QmbScoKHzcyNGvPMvf51VspxqJoSxWojRrYH7i3rCjQGpS,#607
None,Snowy Mountains,None,VR,Black,Mohawk,Smirk,61aa7e125f3a3742af4c4b33,SHIBOSHIS - Official Collection,609,https://shiboshis.mypinata.cloud/ipfs/QmNgCxdTdc5516WNdtGdorZ2B5ZzCdkEeoRRaeYtFKiDZC,#608
None,Green,Tux Shirt,Laser Visor,Orange,None,Pizza,61aa7e125f3a3742af4c4b34,SHIBOSHIS - Official Collection,610,https://shiboshis.mypinata.cloud/ipfs/QmYdLwX83FaZStcGs2QQVs89ULQ5MDZV7HEh2eGoLb2r99,#609
None,Purple,Poncho,VR,Brown,Blonde Hair,Pipe,61aa7e125f3a3742af4c4b35,SHIBOSHIS - Official Collection,611,https://shiboshis.mypinata.cloud/ipfs/QmShRxNitor6K2naLpyMNeAWvNfWdHNMbzjdw9SoW7jPFi,#610
None,Red,Blue Armor,Laser Visor,Black,Blonde Hair,Bubblegum,61aa7e125f3a3742af4c4b36,SHIBOSHIS - Official Collection,612,https://shiboshis.mypinata.cloud/ipfs/QmRimL7YMbDDd39Yfoc2M7mgefSZvq6bgfCdgjSTuBm9Mg,Bubbles
None,Rainbow,DEV,Laser Visor,Brown,Mohawk,Smirk,61aa7e125f3a3742af4c4b37,SHIBOSHIS - Official Collection,613,https://shiboshis.mypinata.cloud/ipfs/QmWmi1PcvQn8WvjvUm8DwYXp2hZn5Ns3S3PZ7UpDYr1x7e,TheShiboshi
None,Yellow,Cowboy,Laser Visor,Black,Clown,Growl,61aa7e125f3a3742af4c4b38,SHIBOSHIS - Official Collection,614,https://shiboshis.mypinata.cloud/ipfs/QmRmpydoxEqDGto2Yvq3Ab7LNf1Lt1sJENQpNwtSGkP5MF,PUTIN
None,Green,None,Laser Visor,Brown,None,Growl,61aa7e125f3a3742af4c4b39,SHIBOSHIS - Official Collection,615,https://shiboshis.mypinata.cloud/ipfs/QmfL3byZRBqQeYHka97n8CM9SqUJBf1WUK7kwy5VV6BDNf,LEGENDARY
None,Snowy Mountains,Cowboy,Laser Visor,Orange,Mohawk,Bubblegum,61aa7e125f3a3742af4c4b3a,SHIBOSHIS - Official Collection,616,https://shiboshis.mypinata.cloud/ipfs/QmesJPt9AYYw5yRAytgJwphDJmzQWT59qyLt2GehhLP1D8,PASHA
None,Orange,No FUD,VR,Brown,Blonde Hair,Smirk,61aa7e125f3a3742af4c4b3b,SHIBOSHIS - Official Collection,617,https://shiboshis.mypinata.cloud/ipfs/QmPjTjT3Wpja7PkNH5FydqJ8d3oE55uQ8Dkx8ERTnwYkYG,#616
None,Space,Wizard Robe,VR,Black,Party Hat,Whistle,61aa7e125f3a3742af4c4b3c,SHIBOSHIS - Official Collection,618,https://shiboshis.mypinata.cloud/ipfs/QmRG6pbkakWtFmY888S9LFQWX7nuTGnE3UZW4QZf7RFjxF,William Shatner
None,Yellow,Clown,Laser Visor,Brown,Clown,Pizza,61aa7e125f3a3742af4c4b3d,SHIBOSHIS - Official Collection,619,https://shiboshis.mypinata.cloud/ipfs/QmcngYxAe9THq8UnQTvwK7K1iuPCPzMEBfo2PJmN4bWTKS,Ronald McDonald
None,Purple,Tux Shirt,Laser Visor,Orange,Party Hat,Cigarette,61aa7e125f3a3742af4c4b3e,SHIBOSHIS - Official Collection,620,https://shiboshis.mypinata.cloud/ipfs/QmSt5GNkPuBqbzEeY6UZhhZsTx8AFfgGr7RZsJR9WheUV4,#619
None,Green,No FUD,VR,Orange,None,Normal,61aa7e125f3a3742af4c4b3f,SHIBOSHIS - Official Collection,621,https://shiboshis.mypinata.cloud/ipfs/QmNXwip8FxdcEMNb27wBQtX8W9qfhDJJ64XFqjyHYz24pa,#620
None,Purple,Doctor,Laser Visor,Orange,None,Bubblegum,61aa7e125f3a3742af4c4b40,SHIBOSHIS - Official Collection,622,https://shiboshis.mypinata.cloud/ipfs/QmVKohyjqkpMRDBYgX1wB2SvFW6TtdssAhiufeJPYViAqp,#621
None,Space,None,VR,Orange,Cyborg,Bubblegum,61aa7e125f3a3742af4c4b41,SHIBOSHIS - Official Collection,623,https://shiboshis.mypinata.cloud/ipfs/QmWQ7Rr8L4nzM1wLwpxv9t3CXApb4MWtX5X1Mmb8n9tVES,#622
None,Purple,Bat,VR,Brown,Blonde Hair,Smirk,61aa7e125f3a3742af4c4b42,SHIBOSHIS - Official Collection,624,https://shiboshis.mypinata.cloud/ipfs/QmWWApyrHjmBCpARqL5zSLqVhLXojfYLys1WMfeuW8RCqD,#623
None,Beach,Doctor,VR,Orange,None,Smirk,61aa7e125f3a3742af4c4b43,SHIBOSHIS - Official Collection,625,https://shiboshis.mypinata.cloud/ipfs/Qmd2iMuWnYh8iQYpSxUpxLSwxnarb9brRCRkuaotJoncNd,Doctor Shib
None,Yellow,Rocker Vest,Laser Visor,Brown,Blonde Hair,Flames,61aa7e125f3a3742af4c4b44,SHIBOSHIS - Official Collection,626,https://shiboshis.mypinata.cloud/ipfs/QmW2jm2v31CibA6Z65h9boEZThWXcY2d3GM329M54q97ht,#625
None,Rainbow,Business Suit,VR,Orange,None,Party Popper,61aa7e125f3a3742af4c4b45,SHIBOSHIS - Official Collection,627,https://shiboshis.mypinata.cloud/ipfs/QmP1uHnZ2Hxu1ioyUAqRvktTryjb2A7tuEUsnJNpRK1mtB,Bony Soprano
None,Red,Clown,Laser Visor,Brown,Party Hat,Normal,61aa7e125f3a3742af4c4b46,SHIBOSHIS - Official Collection,628,https://shiboshis.mypinata.cloud/ipfs/QmdzEsABMYdLNUiFcpU3thTLcpsR5EGNkxJBDWiAZ9dawb,Moonmoon
None,Blue,No FUD,VR,Brown,Cyborg,Cigarette,61aa7e125f3a3742af4c4b47,SHIBOSHIS - Official Collection,629,https://shiboshis.mypinata.cloud/ipfs/QmYt6aSriqoHkRCfnfK3S2HYg54iQWVmPZvuMhST6YVa8f,Cybark
None,Red,None,VR,Orange,None,Bone,61aa7e125f3a3742af4c4b48,SHIBOSHIS - Official Collection,630,https://shiboshis.mypinata.cloud/ipfs/QmTymjQPaqwkz7DJrmgLGbsnsM3FNy8GWS4wQ1ckLFsWcU,#629
None,Orange Fade,Army,VR,Orange,Party Hat,Herb,61aa7e125f3a3742af4c4b49,SHIBOSHIS - Official Collection,631,https://shiboshis.mypinata.cloud/ipfs/QmTQJmHstevShLxPprnHJXnykCPxVVL2mWakGef6FSjs3Y,#630
None,Blue,Cowboy,VR,Black,Halo,Smirk,61aa7e125f3a3742af4c4b4a,SHIBOSHIS - Official Collection,632,https://shiboshis.mypinata.cloud/ipfs/QmWwdXKp9EPHrEGeYV2mSXC4cCo6RpfstVzLPSNW2WtG1N,#631
None,Orange Fade,Cowboy,VR,Brown,Halo,Party Popper,61aa7e125f3a3742af4c4b4b,SHIBOSHIS - Official Collection,633,https://shiboshis.mypinata.cloud/ipfs/QmZevLQqfFHVvQMCqpGMk7GhY4uddtqU6sJoWGxWzE1dYA,#632
None,Green,Army,Laser Visor,Brown,Blue Hair,Growl,61aa7e125f3a3742af4c4b4c,SHIBOSHIS - Official Collection,634,https://shiboshis.mypinata.cloud/ipfs/QmUAWmKJoMuKyzgBDDGU8DkP95yBAQ659d6RVbAjJ6eZcB,#633
None,Orange,Peace Tank,Laser Visor,Orange,Blonde Hair,Smirk,61aa7e125f3a3742af4c4b4d,SHIBOSHIS - Official Collection,635,https://shiboshis.mypinata.cloud/ipfs/QmbGPXTZJssNew6NNoLoXpbWCkZmCDNiwA9ihaM2WHfFvA,#634
None,Snowy Mountains,Scarf,VR,Orange,Blue Hair,Smirk,61aa7e125f3a3742af4c4b4e,SHIBOSHIS - Official Collection,636,https://shiboshis.mypinata.cloud/ipfs/Qmf3wfLknF6Xo6UZTHB9qtJqfAJgcyXoXYA8fkpK1ppwXe,#635
None,Pyramids,Steel,VR,Orange,Clown,Pipe,61aa7e125f3a3742af4c4b4f,SHIBOSHIS - Official Collection,637,https://shiboshis.mypinata.cloud/ipfs/QmPBY7BDrzyPMgWJwrAdUBbMo1osjDNUw9Wue6iWPApM7j,#636
None,Space,Rocker Vest,VR,Brown,None,Whistle,61aa7e125f3a3742af4c4b50,SHIBOSHIS - Official Collection,638,https://shiboshis.mypinata.cloud/ipfs/QmaUMigMQdHRU4TrpzzSVfpwYTJS5XDN8bvo9KisMV3cfU,#637
None,Lightning,Sailor,Laser Visor,Black,Cowboy Hat,Pipe,61aa7e125f3a3742af4c4b51,SHIBOSHIS - Official Collection,639,https://shiboshis.mypinata.cloud/ipfs/QmTdNwYQdHN3yZTFx4c6VLrbp9Yv1ijWgKMoAZYiCpbrLV,#638
None,Pyramids,Scarf,VR,Orange,Halo,Smirk,61aa7e125f3a3742af4c4b52,SHIBOSHIS - Official Collection,640,https://shiboshis.mypinata.cloud/ipfs/QmUMTauuGJkXCjARsL9g4KV9HAsp8ngnbCqZ1Qt88gPM6h,#639
None,Orange Fade,Business Suit,Laser Visor,Brown,Blonde Hair,Pipe,61aa7e125f3a3742af4c4b53,SHIBOSHIS - Official Collection,641,https://shiboshis.mypinata.cloud/ipfs/QmSSHx37LZsDNfjur28ekjcYY2SVxBAS8gjCJTi6GqNu4z,Bezoshi
None,Pyramids,No FUD,VR,Orange,Halo,Herb,61aa7e125f3a3742af4c4b54,SHIBOSHIS - Official Collection,642,https://shiboshis.mypinata.cloud/ipfs/QmZosq7h9WDERxpkiiW2BVADhsjYgbVnwbahcSHs937JPj,Muskoshi
None,Orange,Army,VR,Black,None,Flames,61aa7e125f3a3742af4c4b55,SHIBOSHIS - Official Collection,643,https://shiboshis.mypinata.cloud/ipfs/QmRC7XDBL513VuHnW5bxJpWZorDrb7n1h18sHi9yoyPtfp,Pyro
None,Pyramids,Orange Gi,VR,Orange,Blue Hair,Flames,61aa7e125f3a3742af4c4b56,SHIBOSHIS - Official Collection,644,https://shiboshis.mypinata.cloud/ipfs/QmXmLpphJLBwWenaAjv1WgoGDvBrShuFK2TJeFSQVop3bV,888
None,Space,DEV,VR,Orange,None,Pipe,61aa7e125f3a3742af4c4b57,SHIBOSHIS - Official Collection,645,https://shiboshis.mypinata.cloud/ipfs/QmNg1s5K2YSE7ZVKsZHZHgUTg51kUYP9LuGbzgs3HCMaZw,GOOGLE
None,Orange,Business Suit,Laser Visor,Orange,Cowboy Hat,Herb,61aa7e125f3a3742af4c4b58,SHIBOSHIS - Official Collection,646,https://shiboshis.mypinata.cloud/ipfs/QmZN84WdaUBGR2aWBhdCNCtNNgUpWm51JKK25ARm3iN5n6,#645
None,Pyramids,Rocker Vest,VR,Brown,Clown,Growl,61aa7e125f3a3742af4c4b59,SHIBOSHIS - Official Collection,647,https://shiboshis.mypinata.cloud/ipfs/QmTBC6ZxhdqDQhzUcJFiEeFvQUPgJQx7eKaJVtARBQK7tP,#646
None,Pyramids,Cowboy,Laser Visor,Brown,Cowboy Hat,Party Popper,61aa7e125f3a3742af4c4b5a,SHIBOSHIS - Official Collection,648,https://shiboshis.mypinata.cloud/ipfs/QmZfTtGKspu53KXTGBMu6RTAGtzRf8NpUS2L9Wz4ZYLPeJ,#647
None,Orange,Cowboy,VR,Black,None,Pizza,61aa7e125f3a3742af4c4b5b,SHIBOSHIS - Official Collection,649,https://shiboshis.mypinata.cloud/ipfs/QmWg8GZpdCka8vmsiPWzk5NMeNFvs7psarEPFmR7fBn9dZ,#648
None,Purple,Steel,Laser Visor,Black,Blue Hair,Smirk,61aa7e125f3a3742af4c4b5c,SHIBOSHIS - Official Collection,650,https://shiboshis.mypinata.cloud/ipfs/QmenYi9CfSt6ro9WcDnuYm1EAxtZwFcQE2c6mZDP66Z9N3,Marutaro
None,Orange Fade,None,Laser Visor,Black,Mohawk,Tongue Out,61aa7e125f3a3742af4c4b5d,SHIBOSHIS - Official Collection,651,https://shiboshis.mypinata.cloud/ipfs/Qmas2phBE2SWpafjGkgfsgSHHivWoDC92nxcASeEwXJHzy,#650
None,Yellow,Ryoshi,Laser Visor,Black,Clown,Whistle,61aa7e125f3a3742af4c4b5e,SHIBOSHIS - Official Collection,652,https://shiboshis.mypinata.cloud/ipfs/QmdyuZpCezGz3HGaxZcJHMsVJb9jm3Nkm26SSfiQc5nqrf,#651
None,Purple,Wizard Robe,Laser Visor,Brown,Halo,Smirk,61aa7e125f3a3742af4c4b5f,SHIBOSHIS - Official Collection,653,https://shiboshis.mypinata.cloud/ipfs/QmTenGaTFPn21qgKRrhnABQLyD46KVuK3Z7K4eqeGftDcD,BINANCE
None,Beach,Scarf,VR,Black,Cowboy Hat,Whistle,61aa7e125f3a3742af4c4b60,SHIBOSHIS - Official Collection,654,https://shiboshis.mypinata.cloud/ipfs/QmRWTYtZB5deT5uzVyArgunuS8PpNKHcNUomieMKH8fFnr,VISA
None,Beach,Tux Shirt,VR,Orange,Blue Hair,Cigarette,61aa7e125f3a3742af4c4b61,SHIBOSHIS - Official Collection,655,https://shiboshis.mypinata.cloud/ipfs/QmcV8mjhDaBDRHJtZVFuo2CjaKVZ4YpGCJQBDrpmGY6gMr,#654
None,Orange,Scarf,Laser Visor,Black,Cowboy Hat,Herb,61aa7e125f3a3742af4c4b62,SHIBOSHIS - Official Collection,656,https://shiboshis.mypinata.cloud/ipfs/QmVhDSjV7dRnbUcphLPkdSWHyxms1mP6vDN49BPkXHfERv,#655
None,Red,Scarf,Laser Visor,Orange,Cowboy Hat,Pizza,61aa7e125f3a3742af4c4b63,SHIBOSHIS - Official Collection,657,https://shiboshis.mypinata.cloud/ipfs/QmRD1EZdFz6RxwytgvChxvvLzxd6qPhzQyxKnaJvwKCSYp,#656
None,Space,Peace Tank,VR,Orange,None,Pipe,61aa7e125f3a3742af4c4b64,SHIBOSHIS - Official Collection,658,https://shiboshis.mypinata.cloud/ipfs/QmVe1tVqFMxB7QMHDQiwP1svUE6a9t8mVtgWKiujVto1xJ,HTC VIVE
None,Rainbow,Scarf,VR,Black,Cowboy Hat,Tongue Out,61aa7e125f3a3742af4c4b65,SHIBOSHIS - Official Collection,659,https://shiboshis.mypinata.cloud/ipfs/QmU2NeKXX7xNA9WMV2yEsFWnKPA2paVV17WKDADSyXhNo8,#658
None,Space,DEV,VR,Orange,Blue Hair,Cigarette,61aa7e125f3a3742af4c4b66,SHIBOSHIS - Official Collection,660,https://shiboshis.mypinata.cloud/ipfs/QmVTyB7QzFG787hkqbRCHwfW11zk3BLYP4U656a16ci7Yh,#659
None,Red,Blue Armor,VR,Brown,Mohawk,Cigarette,61aa7e125f3a3742af4c4b67,SHIBOSHIS - Official Collection,661,https://shiboshis.mypinata.cloud/ipfs/QmZZmaUcP8iAvDeh4MpJ1D9QvVMNXxMHKZjw31Q7Vk6VPP,#660
None,Green,Jersey,Laser Visor,Orange,None,Tongue Out,61aa7e125f3a3742af4c4b68,SHIBOSHIS - Official Collection,662,https://shiboshis.mypinata.cloud/ipfs/QmfTHLXWLDZxtGRmYMNpFC2KZ9TtcTvKMSQY256ZcXpuKP,#661
None,Orange Fade,Wizard Robe,VR,Brown,Blonde Hair,Pipe,61aa7e125f3a3742af4c4b69,SHIBOSHIS - Official Collection,663,https://shiboshis.mypinata.cloud/ipfs/QmcE9Gx4ifvoc2wMnEG8kMkn6vCtq4f8UmyhFVqBFEJiTJ,#662
None,Orange Fade,Wizard Robe,Laser Visor,Orange,Party Hat,Party Popper,61aa7e125f3a3742af4c4b6a,SHIBOSHIS - Official Collection,664,https://shiboshis.mypinata.cloud/ipfs/QmYqXJZy8pD5F8odToou2Wq7jnkbbrU9a834fqBTwoYR6w,#663
None,Rainbow,Tux Shirt,VR,Brown,Blonde Hair,Party Popper,61aa7e125f3a3742af4c4b6b,SHIBOSHIS - Official Collection,665,https://shiboshis.mypinata.cloud/ipfs/QmNkCcrnENTZorpbCogxxKAcCerK3qGtgXbRgwqdJwmFS9,#664
None,Green,DEV,Laser Visor,Brown,Cyborg,Cigarette,61aa7e125f3a3742af4c4b6c,SHIBOSHIS - Official Collection,666,https://shiboshis.mypinata.cloud/ipfs/QmdKU15g2GzjhcYmg3xN3d7oEWkJyetu5seL3a3JN4PbNG,#665
None,Purple,Overalls,VR,Orange,Party Hat,Smirk,61aa7e125f3a3742af4c4b6d,SHIBOSHIS - Official Collection,667,https://shiboshis.mypinata.cloud/ipfs/QmTYAGssEPk1ghumMCbBMTZ6dwoa3ocDR5HDj6SdhLwaDd,#666
None,Beach,DEV,VR,Orange,None,Whistle,61aa7e125f3a3742af4c4b6e,SHIBOSHIS - Official Collection,668,https://shiboshis.mypinata.cloud/ipfs/QmeL85zJ8xTh6fLn96KkJgWBKL8TGCGbwsBdC5Ne1xWtHb,#667
None,Red,No FUD,Laser Visor,Brown,Blonde Hair,Pipe,61aa7e125f3a3742af4c4b6f,SHIBOSHIS - Official Collection,669,https://shiboshis.mypinata.cloud/ipfs/QmRNHiiRaE8zxiWNj3S5dqVmrJkf44qAJSrgELWcHScAhb,Obi Won Shibnobi
